investor_uuid,investor_name,avg_likelihood
41749677-3e9c-9d55-dc73-fc0e49271e63,Harvi Sachar,0.6666666666666666
4174dd7b-1919-47e1-9f63-be73576dec2f,Maor Investments,0.14285714285714285
4175aa5a-c6bf-8620-7d9a-adf61d02094e,Digi Labs,0.2
41767ac6-6add-0cee-68ae-c054e967175d,Manish Patel,0.25
417732e5-fc0a-816e-866a-ed9daf355f07,Silicon Catalyst,0.1
41795374-90cd-cfa9-80c6-27c2c299c8f5,MarketLeader.com,0.25
4179ce08-d8fa-486e-8cff-f9c43ec31ffc,Richard S. Shineman Foundation,0.0
417bf79c-cf51-b415-9430-72956a4f1dd0,KDC Media Fund,0.0
417d279e-7557-e2b4-bcc0-400f03e09426,Joe Canavan,0.125
417eb46a-d0c8-6098-dac6-bdada922ff30,dievini Hopp Biotech Holding,0.0
417f982a-8836-7f25-00f0-1e2ddf408923,Richard Chandler Corporation,0.0
417fffac-ef4f-40ca-a8f7-355c95e9fef2,Neovia,0.0
418063d7-ccd4-4f84-b7e3-23cb0e359d47,Z Ventures Group,1.0
4180fa73-d09a-4b87-9790-0671e307cf71,Naspers,0.07846320346320347
4183219f-e180-487f-8a04-b3f238380cee,Thomas Fan,0.1111111111111111
4183a149-1d66-4f47-b817-9a51f369e6dd,Sana Kliniken,0.3333333333333333
4184c344-99bd-d6a3-4dd3-c8edd6a2ba4a,Clearpoint Ventures,0.0
418505e1-7d07-0a82-98f7-870b77a05f2f,WS Capital Management,0.4
4185262e-8550-57f6-1aba-e4c9a0a91532,Generali Horizon,0.5
4185347a-b11d-cc02-cdd5-7611475e0b67,Chuck Arendt,0.5
41855d86-c181-9e74-4090-33a98d4f32cb,CI Capital,0.0
4185ab43-8b61-78cb-79ce-d0c55c29ce0f,Servier Canada,0.0
41864dfa-0e12-4b8e-92ab-8a81a5df3fc5,Shashank Sharma,0.0
4187e76f-4a87-45e8-5888-5763e2054885,Reiter Capital,0.0
418b02a5-bb9e-4c7e-b89e-3236c433abbe,Abanumay Family Group,0.0
418d6712-86b3-88f6-45b1-cdc116185195,Infinity Ventures,0.12424242424242425
418e4048-291e-9e0f-4298-6770dbb16c3e,Ziff Capital Partners,0.3333333333333333
41912947-6e9a-4751-a1ff-220a0f36560e,Novares Venture Capital,0.0
41931c8f-c501-6e74-4169-acfec40156a8,MagneticOne,0.4
41935d39-d7c1-3a9f-ea1e-8d92f4b3054b,Ron Carmichael,0.2
41944a9b-19dc-da00-13ce-911304d7a368,"Marciano Investment Group, LLC",0.0
41947626-f25b-3a22-8c36-5fc9e6f14182,Paras Patel,0.0
4194d410-2240-414c-986d-bf98e4ad9094,Mark Livings,0.025
4194e74e-b926-4618-b715-0824d95a0f24,Rukam Capital Trust,0.125
41979f00-cf5b-34ab-dc95-7dacc7be5f61,Florida Institute for the Commercialization of Public Research,0.02638888888888889
419905b6-7538-401d-b704-e85be56db342,Candy Ventures,0.0
419ba616-3381-4d22-ac1a-d16b17651789,Noorfund,0.0
419de484-17fc-04cb-73d6-ad49a22881ed,Nick Kingsbury,0.1701388888888889
419e15e4-a11c-3289-dfa2-867e084c6adf,Arun Venkatachalam,0.0625
419e503f-1850-e939-15be-9c59aa2a4f7d,Amy Chang,0.0
41a03e99-3551-bcb7-4379-3763b46305c1,TrustCapital,0.29166666666666663
41a1ca8d-257b-51d2-6853-37fed504f07a,Bharat Gupta,0.0
41a266aa-3de4-5ce6-2ecc-6a793b03ec3d,Aker Solutions,0.29166666666666663
41a4da74-1113-e2c9-cbc0-e5fb91385abb,ALK Abelló,0.3333333333333333
41a62329-305d-4450-a1f0-eb9b5d8e480f,Alphanumeric,0.3333333333333333
41a68713-f335-4f45-9d92-12c584ef0093,Qu Ventures,0.2857142857142857
41a749bc-46e1-6af9-dc58-9df243ef960c,eVisibility,0.0
41aa4525-dc80-e749-a221-b867c437abbd,Pekka Koponen,0.0
41aa746a-2372-4da5-9f75-4816b299c939,Newstrike Brands,0.0
41aa78d3-ddba-3927-94a2-aca5893394f6,Cornerstone Angels,0.0
41aaf8ab-fbd7-756f-ecbd-5ecf4a6b6982,Sue Decker,0.16666666666666666
41ab2ce9-414c-650b-542c-faab6c3a2697,Critical Ventures,0.08333333333333333
41b05ce7-6998-4dac-8085-6d4c78f0146d,FTR Ventures,0.29166666666666663
41b17ad0-4ce5-7caa-63ec-9832ee0c46b0,Lizzy Klein,0.0
41b2d2c9-69b6-4dd6-83bd-69d02557cdc5,Rustam MAMMADOV,0.2
41b349e2-8f87-7617-a439-c0aff08e6456,Micronet Enertec Technologies,0.0
41b5c4f6-ef8b-6747-c628-289b67f12273,Adc Movil,0.0
41b649a7-cb86-22b4-1e2c-807a9b354629,InSite Partners,0.0
41b6dc34-02d3-baff-abd8-e9c48a784594,Chris Sinton,0.0
41b78783-0a42-eb4d-d817-81a16880f274,Pathena,0.14047619047619048
41b96a07-1f35-a311-d3f2-abcbea2708ae,Renovo Capital,0.25
41b99aad-2695-56b7-a5f7-a228149580f5,Genextra,0.0
41ba41ef-df3d-4a60-b4b0-765f0d336014,Rishan Bhagowat,0.0
41bbf197-8961-45f5-9dad-893b6e402795,advanced.ventures GmbH,0.0
41bbf4ae-015e-496b-3455-4d31de6ab4b0,The Amidi Family 2003 Trust,0.25
41bc6b6c-4c5b-8540-bcd9-1983bd4c2f6d,Pirelli,0.25
41bc890f-d559-0423-2da8-9eb869e5b65c,QueensBridge Venture Partners,0.02
41bcda44-8b9c-4606-a18d-28bbc0efc94f,Alex Pattis,0.1111111111111111
41bdca92-f921-4bd9-bdd9-da547a64b8df,Roy P. Disney,0.0
41bde558-f1c6-46f2-84b6-0d3e5324656e,Yusuke Asakura,0.0
41bf6f13-94b2-2759-2d66-21f865e66157,Adi Saravanan,0.2
41c0934a-c186-0687-e770-941823e2ab6b,Chris Siragusa,0.2
41c2394c-d6d4-2b2e-36d7-10fb0e0b6798,Raffael Johnen,0.125
41c25207-0387-09a5-422f-ef76708f2034,Bill Abernathy,0.0
41c3ed93-374c-9794-bc59-5748032fddf0,Ray Nolan,0.3541666666666667
41c45e99-0620-fc7b-ed89-5c82572bf2c9,MedStar Health,0.0
41c47be3-f8ca-0140-7724-e8a11e7a6709,Michael Rothman,0.0
41c48696-233c-4b36-b659-fb461a2e022d,JXTG Holdings,0.0
41c63353-a6c3-b52e-6299-f54b9863f405,Shanghai Elegant Investment,0.0
41c70797-8837-6c1c-b73c-c49e09d7562e,K2 Partnering Solutions,0.3333333333333333
41c72872-f813-fcfe-e804-3c11c98e4762,Tom Dare,0.25
41c73e3a-ec52-1c46-98cf-7a7eb138cc94,Ev Kontsevoy,0.0
41c82e27-d95a-fa79-d3a7-a21ce1ea2792,Yincubator,0.07142857142857142
41c84d11-6562-8102-ea30-d35d910b2184,Vance Street Capital,0.0
41c901b4-c5cc-4c32-8b6d-d0ec919223e3,Kantar Consulting,0.125
41c9a42c-86f3-a191-6175-ab4256bd10bd,Shawn Kalin,0.25
41cebab0-dd56-0456-9953-0c342c30e767,David Prentice,0.25
41cefcfc-4f54-4470-b664-b0e66a515bf1,Neil Bearden,0.2619047619047619
41d009d4-0e5e-13e1-8c1f-0e7b466f5d54,InnoFinance Oy,1.0
41d07aef-fb7d-4ebf-8c93-e1be6fd9a63e,Gordon Thompson,0.0
41d0f95c-ca56-7f07-84d7-3fd55bc2d1d9,Joynul Miah,0.3333333333333333
41d1e0e3-7c55-09c4-c192-aebb4e17cf9e,Fleet Capital,0.125
41d6359e-b955-ddfb-05fe-aba9e3d32197,Ocean Energy,0.0
41d6aa09-e86e-4df2-bcbe-b91f19e6fbb0,Xinlongmai Capital,0.5
41da05dc-ebb2-ef0c-bf5b-78c783fc8494,Evolution VC Partners (formerly Evolution Corporate Advisors),0.13749999999999998
41db7820-0194-190f-1acf-5bee3cab4599,PNB Equity Resource Sdn. Berhad,0.0
41dc5841-15dd-d885-0b6d-d9719cd9e251,Magna International,0.1361111111111111
41dd3187-aaab-ae95-f6a7-2ab117104e9b,Cicada Innovations,0.16157407407407406
41dd4315-b632-0516-4079-7ba10a7ecf1b,Asad Zafar,0.3333333333333333
41de8a8f-ac44-0443-544c-a88c2f8c1edd,Danish Investment Fund for Developing Countries,0.0
41e1bb4c-82fa-8ac8-4e2e-065b54f59d1d,Ivanhoe Cambridge,0.0
41e1e22b-231e-4b05-9cb5-3fed6b569e56,Marco Airoldi,0.0
41e2689f-a9f5-30f5-63b5-8f85f96a0924,Antonio Conte,0.0
41e2d5e5-ba88-b348-2966-d2014ca60199,Ludwig Cancer Research,0.0
41e35a69-b8e5-5dbd-8513-b748409d56d8,Andrew Gault,0.1
41e4bb08-d07e-1881-fc71-d191a9df2b36,Lakshmi Capital,0.3333333333333333
41e4f504-8382-ed67-d6f0-62cf7bf7ad2a,Mark Weiner,0.3333333333333333
41e58d54-ed2d-05bc-bc91-61e680076fbb,Hans-Poul Veldhuyzen van Zanten,0.25
41e5b461-da22-ca1a-59bd-ceab307168b4,Rob Dickson,0.2
41e71793-b8b2-51a5-98cb-dd8f7b2e5fdb,Elron Electronic Industries,0.3536195286195286
41e76b67-715e-e101-a646-aa6bccc236bb,Hugo Barra,0.15277777777777776
41e78f57-32a2-87c9-127d-60089db26f28,Add Value S.p.A,0.0
41e885de-82f3-4ff3-be3b-ef164dd62367,22C Capital,0.375
41e8f39f-00fc-1838-d8a3-e25a3bf5f79a,Morgan Stanley Alternative Investment Partners,0.1357142857142857
41e90552-54b0-8c91-c7df-a22e401018a5,NTT-ME,0.6666666666666666
41e9a5cb-90cb-9c4a-10de-df70f1d4e05e,EOG Resources,0.0
41e9cf8b-8a07-874b-824e-0abde17f2bbe,Aztec Group,0.0
41ea4b69-ec10-c3cc-5e52-aaf4d64bb453,Medica Venture Partners,0.2708333333333333
41eb3745-3d35-e70c-5165-9b28a3698dd7,START Team,0.0
41eb59cd-56ea-f784-6f58-27cb29c09fb6,Vert Capital,0.20634920634920637
41ebda57-9733-7eb9-f637-8a03b6271ad9,Nicholas Benedict,0.0
41eed535-9899-22f6-5c6f-a7d41d2f3791,ApplyBoard,0.0
41efe084-f33e-c965-ec99-a961d0d3dcaf,Kenny Thing,0.0
41f1c9a3-6bae-4520-7798-0f3d0e8908f9,Sharik Sharma,0.0
41f4b70d-eba8-12c3-e3fa-c62a0fb0e2c6,Guardian Media Group,0.25
41f73f34-9405-4020-9639-6280e5291a2b,Chuanyi Music,0.3333333333333333
41f9cf0b-dec1-8a62-8d21-2b822326174f,Westfield Capital Management,0.2916666666666667
41fad2e5-a008-47ee-342b-c82c4bf9667b,O'Neill and Associates,0.75
41fae52b-8e09-a4c6-800a-b3605bb3e41f,Eyal Shavit,0.0
41fb0a17-1e11-48d0-a263-e561ee6a3baf,Techstart Ventures,0.12069676355390639
41fb41d9-fd3f-b704-182e-986134676c14,Gary Rubens,0.019230769230769232
41fb6de5-3b47-70d5-ce19-7c85c0373c55,Diamondhead Ventures,0.3772727272727273
41fb8ff6-d5fb-229c-7cfb-80ebbbcc2df0,Mike Turner,0.125
41fd694a-414b-6b78-ad46-ef9045e8a104,Monashees,0.08138528138528138
41fdea21-67f4-bb27-4c52-10673bb4bb26,EA Media Syndicate I LLC,0.2
42002e5b-c094-ccb0-8183-de7ee99e4ae2,Vineet Taneja,0.0
4201dce3-76f9-58b8-c328-633ab26664a8,Rhodivm Capital VC,0.0
420256bc-7623-9712-10e3-84b7dc40c20d,Mingdaojinkong,0.0
4202587b-fbe0-193c-f922-6c52eec65afc,Johan Persson,0.14285714285714285
4203a2bc-e51f-487a-ac74-b67587c50652,Acadian Software,0.20833333333333331
42049bb1-accd-c730-d195-ce7ff84ed5a7,Grégoire Lassalle,0.25
4204c3f0-560e-86cf-4193-3b5f51476dbd,Pablo Barclay,0.25
4204e966-2881-ce9e-c9af-05e8c0dfdc9b,Anshoo Gaur,0.0
42065848-efe0-8e97-7adf-08b7a91df1ed,Henry Vogel,0.0
4206bda2-e7a1-4f43-9195-ff3dd1c6e929,Mingming Huang,0.25
4206bdb6-7a6a-4b0c-82ec-481bf95203d6,TIBCORP,0.0
4206de82-277e-4fb3-aa2a-9589d2b6954a,TriSpan LLP,0.1
420afb30-906a-3282-8b9c-8c4f87240d5c,GE Capital,0.20961718020541548
420b2fe3-365e-4f02-af6f-674397e4df59,Social Sciences and Humanities Research Council,0.14285714285714285
420c1aa9-8255-50c1-5edf-830bea5eabb9,Chris Joannou,0.3333333333333333
420e47b0-9eb6-3370-9205-fccaeadc9e4a,Qualcomm Robotics Accelerator,0.0
420fc74a-8953-4fd3-b24e-e74f55a007a6,Park Cities Asset Management,0.125
4213586b-1a5a-9f89-0e38-5106d64264fc,Stanford Financial Group,0.5277777777777778
4213a341-e36e-6db7-053e-8ae3421b956e,Viridian Capital,0.5
42146c87-ffa6-7d0a-0236-722bbb8d4a74,Alberto Guidotti,0.0
4215bb51-1b3f-fe65-bba6-305940ab4607,Steven Harmer,0.16666666666666666
42174273-6b9f-80a7-5681-3214a816f15e,Rashaun Williams,0.0
42179f74-8e9f-4ba6-ae97-33072dfd9d64,Taubman Capital,0.16666666666666666
421888ae-6ef0-47f4-8c47-5c139775558c,Maja Vujinovic,0.25
421cb8ec-46d9-3615-61cc-96b2bae4337f,Tatsuo Sakamoto,0.0
421cca93-e662-60c5-2f80-860a739c4d82,MergeLane,0.05
421df700-5dd3-8d3e-18ff-3bf62309c7bd,Daphni,0.0
421e75de-c60b-85bb-9363-1fa7a13d8ab0,Sandra Fisher,0.25
421ea208-6bdc-f87d-bfae-8c273c6da42f,LightbayCapital,0.0
4220a5fe-8235-cfa9-8434-20acff907ecf,Ryan Rockefeller,0.225
42214538-581e-cd5f-c0ea-05b2731343e6,BrandProject,0.11904761904761904
4221abd8-777c-a563-4cd7-f0f1feec09bf,Alain Brossé,0.0
4222b073-2ca3-d3d3-8266-2f998ce1e7bb,Kabir Misra,0.3333333333333333
4223e8a6-2239-6bd3-8704-c61acea151f9,Blue Vista Ventures,0.16666666666666666
42243645-599e-8a7f-2be7-34c4ad21f340,Nick Beim,0.5
42244359-7e82-78f5-2dd6-ce00c950a550,JVC,0.12499999999999999
4224ea44-4d86-776d-c04e-e4e43095e0b8,U.S. Fence Solutions,0.0
42253753-8a18-4076-b22e-d971c61db26e,Luis Alvarado,0.3333333333333333
4228b9bf-9bb4-d9f2-c027-5367b6e797e7,Matignon Investissement & Gestion,0.2222222222222222
4228bd99-0e09-ec75-0b43-c50485adc92f,Launch Incubator,0.16666666666666666
42293ef9-02a4-b58d-daf1-2ab7b9593d9e,Chris Arsenault,0.0
422dbe00-0117-cfef-2a70-f35d0b933b54,Harald Ludwig,0.0
422f6e27-a564-e096-e5a5-1f48e618eed0,Zhongding Power,0.3333333333333333
423069d9-9e93-5ab6-ec92-f26c7eac6e12,Ajit Gunewardene,0.0
42327951-1421-4644-994b-74cf3c741231,Tamarace,0.05
42332c54-9fd5-4e86-bf39-530f63367f96,ZenPharma Limited,0.0
4234d120-9fa5-838c-95f9-488e602e48fd,Philippe Vimard,0.5
42386902-e84e-a8ec-f6d3-b9714a1e52a3,Anders Breinholst,0.25
4239bab1-d8d7-51bf-e111-92139162ea30,Eric Altmann,0.0
423b6b6a-a7fa-e486-2396-556f550e3df2,Arya Bolurfrushan,0.15520833333333334
423c6793-66a1-8a28-e844-d87069ddf26d,Kirill Maksimov,0.6666666666666666
423d9542-30c5-d78d-ead8-494f83c69568,Roger Planes,0.0
423de524-07a3-0b17-f2b6-77ea11ace804,Peter Davies,0.0
423de8d5-394c-4742-a675-f23f238c3ddf,Ceiba Global Healthcare Fund LP,0.16666666666666666
423df5a6-d8f9-4e3c-ba48-30725d36cac1,CalCom Solar,0.2222222222222222
423f32c1-5afa-4740-b8f8-726cfa781791,Hongxinyuan,0.0
4240377b-fcd9-b97e-7ccc-f81ef1374adc,United Health Foundation,0.0
4240d6e0-1f19-0c1f-022d-fe21de36149e,CHI & Partners,0.0
4240f19f-4b16-780f-1a58-e81b646dd0c8,Delphis Holdings,0.3333333333333333
4241e7f8-7f3f-4d41-8610-bc8d4a52c85b,Domo Investment,0.0
42432f88-58dd-4faa-a7af-897416421ee0,Qiandan Capital,0.5
4244fcae-4baa-e680-4916-a10a78023cc3,John Kodumal,0.6666666666666666
4245d639-0692-b905-f0dd-e521bf73d20c,S28 Capital,0.05357142857142857
4246281c-daaa-763d-e5d7-e7c76693ebff,Franklin Square Capital Partners,0.0
4246b7c7-c8b7-bb94-6c2f-c17c84b41268,Rosco Hill,0.0
4248ffc8-f4fb-8d83-c13e-7fce6c09af74,Equifax,0.0
424940e0-2152-3b61-2bb1-53f807a20726,Magnum Telecom,0.6666666666666666
424942b6-9d3a-45f0-9c67-61ffd616e4ea,Protégé Ventures,0.1111111111111111
4249d429-6dc3-f583-2fd6-b3e36affecf9,Jonathan Bush,0.20833333333333331
424b2f35-55d5-37fe-92f1-08754d48b54c,John W. Childs,0.0
424b3694-8233-2ffe-4b41-5084f63bcc9b,JD Ross,0.1625
42509c6e-ae87-ac16-ba00-0f1558632cb5,Nigel Rudd,0.0
42520b57-faf9-c757-f528-fe8ccd14fcc7,Andreas Granqvist,0.14285714285714285
4254587c-bc1a-3bf7-2846-b20c86af4d41,Paragon Ranch,0.75
425655d3-5534-0218-7dd7-7ebcf454b24c,Teknisk Partner,0.0
4257119d-9539-498f-b8be-5aa57fc2b286,TATERU,0.0
4257d458-cf75-dcff-da77-4d738365d1c9,Z-kai,0.13333333333333333
425973ae-549f-4639-b405-a6d49dda557c,France 2i,0.0
425bc6ad-c2c7-4728-ae56-ca4d56d3bcf6,IT Translation,0.0
425c4df2-ebcd-2f19-0f90-7e1767ce0782,William Lansing,0.0
425eab99-2cd8-7d3a-c11a-7c11117ebe39,Build Ventures,0.15357142857142855
426199ed-7a71-4003-a000-adf384a11ca3,Kunshan Gaoxin Group,0.0
4261b48d-a6fa-d532-8576-799ad229947c,Citizens National Bank,0.16666666666666666
4265db9d-1515-be5f-c5c4-9b6c669543ce,White Cedar Enterprises,0.3333333333333333
42673266-bfb4-4d20-a428-54c8f596cb0c,GoldCoastWay Limited,0.0
42698a2a-6010-45d3-b7c0-f8360c801ec7,Miguel Haupt,0.125
426a31d1-cca5-999e-636e-43b180672ef3,Pfannenberg Group,0.3333333333333333
426b1541-2f49-4c88-1cda-c2e74a3759f5,Eric Dobkin,0.09047619047619046
426b1fa6-3195-40e4-d124-a16f1947da07,Ludvik Holdings,0.5
426b1fd3-ae9f-bdcd-7030-6ec1698091a3,Alan Cannistraro,0.2857142857142857
426b730c-2d5e-bd7d-5729-f186158d83ae,A-Grade Investments,0.03125
426c0186-a71f-428a-8061-67a2c98f07f3,Canada Innovation Acceleration Investment,0.14285714285714285
426c5886-1f1c-491c-93bc-fcd206f10d90,Matthew Szulik,0.5
426d0d47-a4b7-3f5a-d932-20d8b4932984,Robert Lenzhofer,0.3333333333333333
426f88f7-6a43-b185-3895-6a7a710bf70d,Marco Bergmann,0.5
427203dc-1559-f6bf-3826-92244e0c0054,celianventures,0.0
4273b758-ac34-e876-8764-2abbc6b5a540,Cherwell Laboratories,0.0
4273d16f-0893-3300-8352-59a7126f06fc,Nike,0.13333333333333333
4274d16c-230b-458b-b067-787d14dc328e,Qingdao Shaohai Gaochuang Tiandi Investment,0.3333333333333333
4275334e-473a-9d6b-a0f1-36bd11792770,FREES FUND,0.0
42777cdb-d652-13e6-1764-8dad42604c3f,REOF Capital,0.3333333333333333
4277ead3-772a-c154-9a6a-988ed0ef8a21,Steve Nelson,0.25
427aeab2-4255-ba63-af3b-1bfd04845589,NRJN Trust,0.0
427c9a05-db73-80a2-a7b3-fc2d0a477687,Brad Zions,0.11177248677248676
427d0fc4-d3d0-7ba5-e4af-eb87b3275419,Cobalt Networks,0.5
427e8f37-684f-1cdf-cc36-a1ee0faf9701,Red Hat,0.34848484848484845
427f83a5-88dc-e8bd-37c7-bb553e1c2980,Brett Patrontasch,0.0
42802e6f-82be-78b0-25b3-30470c5c2b05,Norman Packard,0.0
42808c4a-bf1b-4eed-8981-29c9da5dc133,NTT Venture Capital,0.3333333333333333
4281046e-3b2e-5979-361d-e4b12891e44d,Samvit Ramadurgam,0.24666666666666667
42813181-74b1-56a3-4245-cc1b73438fad,Philipp Mintchin,0.2
4281495e-95a4-336f-3256-e33e11e3ddc7,Swapna Jyoti Narayan,0.3333333333333333
4282d3e0-a2ca-cc30-93f5-5e03920c505a,Tamar Ventures,0.5277777777777778
4283eed9-4e2c-4675-92a6-b16623f011a5,Voqal,0.05
42848243-5270-4d74-a75b-30c09ee9c90d,Gianluca Piazza,0.14285714285714285
4284d785-4b75-404d-975c-e518844a3e12,Request Network,0.0
42860e59-5665-af63-4b89-b27f0edc3018,Three Arch Partners,0.29166666666666663
4286463e-fdb8-5908-0fee-8b48b362aba9,Medica,0.3333333333333333
428b724f-38bd-6ba5-c735-cce82035756a,Rubin Gruber,1.0
428bb359-5e84-460b-889f-0dafa3910292,Hector Ureta,0.16666666666666666
428bcf9d-64ca-f5ae-c354-bceafcc9d3d2,The Brazilian Development Bank(BNDES),0.24
428ce0d6-d6d1-6f7c-5587-c4bf0e9ab528,Crossroads Systems,0.5
428de9c9-0f53-daae-d41b-3098458628d1,Sinopharm Capital,0.17777777777777778
428e2f08-2c5e-46c1-a7cc-ca0a462fa0ab,Pierre-Antoine Capton,0.0
428e44a7-7b71-a4dc-416f-fd4abe71ed95,Peter Nesvold,0.0
428f2a69-2d79-9bd4-6bd3-b2c1cc5c21e0,Big Data Investments B.V.,0.2
428feb66-5242-1130-f4ac-dd960e6408f9,Overboost,0.0
42903387-f4ce-0f0a-cf05-37cbbd3ef680,Startech Early Ventures,0.4121212121212121
42905faa-5a1d-8650-a913-405e2c264c47,Colangelo Maurizio,0.0
429102a9-9d95-87ea-45b4-b783b44d47b0,Peter Ingman,0.2
4292f74e-0538-4a0c-8e5e-3b83bff47933,Digital Hearts,0.3333333333333333
429427f7-afc1-59b9-4858-19477acbdf9c,Surf Play Investment LLC.,0.16666666666666666
429434d2-5137-5478-ffb5-14883d0fd382,Amarpreet Sawhney,0.25
42944f9f-5b75-ca57-66ce-9fbcfccb0a1b,Pekka Koskinen,0.3125
42945aac-93a9-4414-baf0-6f093f5587c3,Ashoka India Opportunities Fund,0.0
4297b974-c6a5-e53b-0913-f1b3cc6d6d12,Shenzhen Topband,0.3333333333333333
4297f8fa-0271-c31b-079d-a7a2ba0d8aae,St. Cloud Capital,0.21071428571428572
42984ec1-24fd-dde7-7230-6c21ca402dc1,Signia Venture Partners,0.09343989343989344
4298e562-a9bf-6429-d90f-3798060ddd3e,Marel,0.25
42999a7b-2c4e-f96d-1b79-2f2a9a78e090,Sinopoly Battery,0.0
4299b5ef-5d90-4b48-8572-6660ba0f2aaf,Yahui Investment,0.3333333333333333
429a8194-85fe-49e9-9e20-5df88e369b2f,Aristotle Partners,0.0
429c1927-30be-40a2-c262-62bdaf88a16b,RM Beteiligungsverwaltung GmbH,0.2
429e0784-36ac-87fc-8648-2d7280f974bf,Thomas Ebeling,0.0
42a07922-bd82-4609-8605-af08cee9e09f,Hidragon Capital,0.0
42a335a2-301f-0ca3-c0ac-656737246e5b,Encubate Holdings,0.4166666666666667
42a47155-0897-4263-9a21-080a92219522,FortRoss Ventures,0.15714285714285714
42a49686-000a-1945-d187-72b6f60062c8,PMC Partners,0.0
42a5b411-4b84-0468-80cf-90146798175a,Alta Ventures Mexico,0.029931972789115642
42a662d9-b1a4-f1bc-2088-2f534ae8692c,Globe Advisors,0.03125
42a73afd-34c8-fc83-396b-03489f6c44f3,SAS Investors,0.22976190476190475
42a73ce8-edc2-4412-1b08-40650c904fc9,LMK Ventures,0.16666666666666666
42a755c6-f7e9-0d40-d7f5-f11b48ec719e,Moshe Hogeg,0.0
42a7f943-2ba7-5dcc-a9e0-b32cb53763a1,Pepe Villatoro,0.16666666666666666
42a91c0a-27ae-44e0-8fdd-13a2f98cc98c,Kois Invest,0.0
42a99881-7d3f-b0b9-36b6-fa13d0578eb0,Rona Syndicates,0.25
42aa3ab7-5735-dce4-6e23-80d7a770af0e,Hotels.ng,0.0
42aacc3b-739b-46d0-a2d1-d1578f7eb58e,Doberman Forward,0.2857142857142857
42ab3855-162b-99a7-d976-a9e0e5bf69e3,Bruker BioSpin,0.0
42ae98dd-2918-4105-9b49-d3149c0d6912,Yang Yinqiang,0.0
42aec085-17df-441d-82ff-b416646a6eec,Shuimu Wutong Investment,0.0
42aedf5a-ee5f-9bc5-e493-672a45642ac0,Estag Capital,0.037037037037037035
42aeed15-ce25-bc22-67a8-bb6384117147,IdeaSpace Foundation,0.2222222222222222
42b09a06-2995-3ea3-17f2-890f774dc892,Man Wah Holdings,0.0
42b09b23-1004-0b80-e571-8f8ddf42de13,CAI Desarrollo Empresarial,0.0
42b1958a-407f-41c2-b5f9-6439e130fd36,Rising Tide Financial,0.3333333333333333
42b47f79-3218-4bed-a209-2dfd9a4041f1,Hefu Ruitai,0.0
42b55157-cbad-76fd-9e6a-b1bbd1e169a9,Chernovetskyi Investment Group,0.1111111111111111
42b859b8-3657-7421-95ef-bb39d9d5df27,Ronen Shilo,0.0
42bd4f4f-8c3e-448f-ba59-dc05610d0a59,Seppic,0.0
42be2e52-1ab0-1e30-539d-057e445647b5,Nava,0.0
42c043ac-413c-f2d4-a644-21fa1283ca1d,Scott Cutler,0.0
42c0c7eb-e6c1-831a-16ed-75da8220c992,Jamie True,0.16666666666666666
42c1394f-dea4-f770-6758-a249e763895a,Hooli.xyz,0.2
42c14d04-6335-a37a-4b34-1cf2ebd099d6,Harbinger Ventures,0.26043956043956046
42c16429-7aa5-e378-79bb-96ef4dd2e4df,Yannick Pons,0.3333333333333333
42c22bcb-d957-9845-0027-fc8446d85cf0,CMTECH,0.2222222222222222
42c23ef4-306c-4369-96ac-7e07578aaac9,Shining Road Ltd,0.14285714285714285
42c2f2ba-3e32-2f72-52a3-869246835605,Alfaro & Partners,0.0
42c319e4-b191-dc16-292a-dfed0cb869c2,Korea Technology & Banking Network,0.6666666666666666
42c47a8f-efa7-b642-3531-f5dbe0ff3710,Gogreen Capital,0.24444444444444446
42c6b31b-aef5-493c-a68f-b0a1b8dbf556,Avathon Capital,0.2857142857142857
42c6bd06-7276-4b75-d92e-537ffc927483,GSTC Health Innovations,0.5
42c7e69c-e784-4afa-b73f-5ef5e95d9e13,Huaxing Growth Capital,0.3125
42c8bc38-f12f-415d-8cd1-3166f889dcdb,Brian Haner,0.1111111111111111
42c949ef-749f-4070-ba21-70aa4170aae4,GATHERING HOLDINGS Japan,0.0
42cc1ae6-b674-4147-b58d-6175683480f0,dtac Accelerate,0.3333333333333333
42cd77d5-9fd6-a2ce-63ec-45eebd518709,Amgen,0.14583333333333331
42cdfba4-2ac3-b3a4-93e7-09a999540e9a,Cristobal Pereira,0.0
42ce1e97-36c1-a84f-0a4e-b2025bfdadf6,Ishan Manaktala,0.0
42ce9e9c-a9b3-303d-fbeb-ebb8c85ab458,Chester Roh,0.1
42d2876a-44c6-c702-a231-6002f4501f31,Arif Habib Corp,0.0
42d28bb2-8884-4b22-9918-f7631d4561e8,Hollywood Foreign Press Association,0.0
42d2ba1b-e042-be19-f412-c9786af80ff5,Baskar Subramanian,0.0
42d30beb-c222-ceb2-8fb4-3d6f44ca6edf,NT Asset,0.05555555555555555
42d382de-5e8c-974c-78ab-550eab950025,CIP Capital,0.15714285714285717
42d3e912-67a7-f1ad-3599-2e2e2bfd07b7,Venetia Kontogouris,0.3333333333333333
42d4326c-bef3-0013-fac2-7c7624d06a14,David Arcara,0.1869047619047619
42d4cb8e-7168-4f2d-86a1-8d1de1253738,Hayastan 1,0.0
